web-scraper-order,web-scraper-start-url,item_link,item_link-href,item_name,product_id,item_description,item_ingredients,item_price,item_img-src,item_option,item_options_img-src
"1749021704-165","https://www.ediblearrangements.com/new-for-the-season","Mini Berry Arrangement, Truffles, & Balloon Gift SetSix Sizes Starting At$44.97","https://www.ediblearrangements.com/fruit-gifts/mini-berry-arrangement-truffles-balloon-gift-set-9693?ArrangementGroupID=667","Mini Berry Arrangement, Truffles, & Balloon Gift Set","Product Code: 9693","The great thing about chocolate is that it celebrates, comforts, and everything in between. Whatever the reason, this gift set is the perfect amount of sweet with a mini strawberry arrangement, luxe truffles, and a sweet, supportive foil balloon alongside.","[]","$44.97","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9693_7358_Mini_Berry_Arrangement_Truffles_and_Balloon_Gift_Set_HBD.webp","Get Well Soon","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9693_7358_Mini_Berry_Arrangement_Truffles_and_Balloon_Gift_Set_get_well.webp"
"1749021704-166","https://www.ediblearrangements.com/new-for-the-season","Mini Berry Arrangement, Truffles, & Balloon Gift SetSix Sizes Starting At$44.97","https://www.ediblearrangements.com/fruit-gifts/mini-berry-arrangement-truffles-balloon-gift-set-9693?ArrangementGroupID=667","Mini Berry Arrangement, Truffles, & Balloon Gift Set","Product Code: 9693","The great thing about chocolate is that it celebrates, comforts, and everything in between. Whatever the reason, this gift set is the perfect amount of sweet with a mini strawberry arrangement, luxe truffles, and a sweet, supportive foil balloon alongside.","[]","$44.97","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9693_7358_Mini_Berry_Arrangement_Truffles_and_Balloon_Gift_Set_HBD.webp","Congrats","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9693_7358_Mini_Berry_Arrangement_Truffles_and_Balloon_Gift_Set_congrats.webp"
"1749021704-167","https://www.ediblearrangements.com/new-for-the-season","Mini Berry Arrangement, Truffles, & Balloon Gift SetSix Sizes Starting At$44.97","https://www.ediblearrangements.com/fruit-gifts/mini-berry-arrangement-truffles-balloon-gift-set-9693?ArrangementGroupID=667","Mini Berry Arrangement, Truffles, & Balloon Gift Set","Product Code: 9693","The great thing about chocolate is that it celebrates, comforts, and everything in between. Whatever the reason, this gift set is the perfect amount of sweet with a mini strawberry arrangement, luxe truffles, and a sweet, supportive foil balloon alongside.","[]","$44.97","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9693_7358_Mini_Berry_Arrangement_Truffles_and_Balloon_Gift_Set_HBD.webp","Smiley Face","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9693_7358_Mini_Berry_Arrangement_Truffles_and_Balloon_Gift_Set_smile.webp"
"1749021706-168","https://www.ediblearrangements.com/new-for-the-season","Dipped Berries, Truffles, & Seasonal BouquetThree Sizes Starting At$114.98","https://www.ediblearrangements.com/fruit-gifts/dipped-berries-truffles-seasonal-bouquet-9699?ArrangementGroupID=667","Dipped Berries, Truffles, & Seasonal Bouquet","Product Code: 9699","This gift set is simply luxurious. With twelve dipped, ruby-red strawberries, twelve luxe truffles, and our latest seasonal bouquet, this gift sends no frills, yet everything sweet.","[{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""}]","$129.97","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9699_7364_Dipped_Berries_Truffles_and_Seasonal_Bouquet_May_classic_vase_trumpet.webp","Single with Clear Vase","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9699_7364_Dipped_Berries_Truffles_and_Seasonal_Bouquet_May_classic_vase_trumpet.webp"
"1749021706-169","https://www.ediblearrangements.com/new-for-the-season","Dipped Berries, Truffles, & Seasonal BouquetThree Sizes Starting At$114.98","https://www.ediblearrangements.com/fruit-gifts/dipped-berries-truffles-seasonal-bouquet-9699?ArrangementGroupID=667","Dipped Berries, Truffles, & Seasonal Bouquet","Product Code: 9699","This gift set is simply luxurious. With twelve dipped, ruby-red strawberries, twelve luxe truffles, and our latest seasonal bouquet, this gift sends no frills, yet everything sweet.","[{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""}]","$136.97","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9699_7364_Dipped_Berries_Truffles_and_Seasonal_Bouquet_May_classic_vase_trumpet.webp","Single with Signature Vase","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9699_7364_Dipped_Berries_Truffles_and_Seasonal_Bouquet_May_classic_vase_custom_everyday.webp"
"1749021706-170","https://www.ediblearrangements.com/new-for-the-season","Dipped Berries, Truffles, & Seasonal BouquetThree Sizes Starting At$114.98","https://www.ediblearrangements.com/fruit-gifts/dipped-berries-truffles-seasonal-bouquet-9699?ArrangementGroupID=667","Dipped Berries, Truffles, & Seasonal Bouquet","Product Code: 9699","This gift set is simply luxurious. With twelve dipped, ruby-red strawberries, twelve luxe truffles, and our latest seasonal bouquet, this gift sends no frills, yet everything sweet.","[{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""}]","$114.98","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9699_7364_Dipped_Berries_Truffles_and_Seasonal_Bouquet_May_classic_vase_trumpet.webp","Single Bouquet","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9699_7364_Dipped_Berries_Truffles_and_Seasonal_Bouquet_May_classic_angled.webp"
"1749021709-171","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Summer Flowers & Chocolate-Covered FruitFour Sizes Starting At$69.99","https://www.ediblearrangements.com/fruit-gifts/summer-flowers-chocolate-covered-fruit-8047?ArrangementGroupID=667","Summer Flowers & Chocolate-Covered Fruit","Product Code: 8047","The classic fruit and flower duo deserves a fresh summer spin! No matter what you're celebrating, our summer flowers and chocolate-covered fruit is a refreshingly bright and sweet gift for celebrating accomplishments, making their day, or maybe even treating yourself. And, try it with a zesty hint of Tajín™ for a true taste of summer.","[{""item_ingredients"":""Semisweet Chocolate Dipped Pineapple Daisies""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Kiwi Slice""}]","$89.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8047_6193_Summer_Flowers_and_Chocolate_Covered_Fruit_20ct_May.webp","20 Count","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8047_6193_Summer_Flowers_and_Chocolate_Covered_Fruit_20ct_May.webp"
"1749021709-172","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Summer Flowers & Chocolate-Covered FruitFour Sizes Starting At$69.99","https://www.ediblearrangements.com/fruit-gifts/summer-flowers-chocolate-covered-fruit-8047?ArrangementGroupID=667","Summer Flowers & Chocolate-Covered Fruit","Product Code: 8047","The classic fruit and flower duo deserves a fresh summer spin! No matter what you're celebrating, our summer flowers and chocolate-covered fruit is a refreshingly bright and sweet gift for celebrating accomplishments, making their day, or maybe even treating yourself. And, try it with a zesty hint of Tajín™ for a true taste of summer.","[{""item_ingredients"":""Semisweet Chocolate Dipped Pineapple Daisies""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Kiwi Slice""}]","$69.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8047_6193_Summer_Flowers_and_Chocolate_Covered_Fruit_20ct_May.webp","10 Count","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8047_6193_Summer_Flowers_and_Chocolate_Covered_Fruit_10ct_May.webp"
"1749021709-173","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Summer Flowers & Chocolate-Covered FruitFour Sizes Starting At$69.99","https://www.ediblearrangements.com/fruit-gifts/summer-flowers-chocolate-covered-fruit-8047?ArrangementGroupID=667","Summer Flowers & Chocolate-Covered Fruit","Product Code: 8047","The classic fruit and flower duo deserves a fresh summer spin! No matter what you're celebrating, our summer flowers and chocolate-covered fruit is a refreshingly bright and sweet gift for celebrating accomplishments, making their day, or maybe even treating yourself. And, try it with a zesty hint of Tajín™ for a true taste of summer.","[{""item_ingredients"":""Semisweet Chocolate Dipped Pineapple Daisies""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Kiwi Slice""}]","$94.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8047_6193_Summer_Flowers_and_Chocolate_Covered_Fruit_20ct_May.webp","20ct with Tajín™","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8047_6193_Summer_Flowers_and_Chocolate_Covered_Fruit_20ct_Tajin_May.webp"
"1749021709-174","https://www.ediblearrangements.com/new-for-the-season","With Tajín®Summer Flowers & Chocolate-Covered FruitFour Sizes Starting At$69.99","https://www.ediblearrangements.com/fruit-gifts/summer-flowers-chocolate-covered-fruit-8047?ArrangementGroupID=667","Summer Flowers & Chocolate-Covered Fruit","Product Code: 8047","The classic fruit and flower duo deserves a fresh summer spin! No matter what you're celebrating, our summer flowers and chocolate-covered fruit is a refreshingly bright and sweet gift for celebrating accomplishments, making their day, or maybe even treating yourself. And, try it with a zesty hint of Tajín™ for a true taste of summer.","[{""item_ingredients"":""Semisweet Chocolate Dipped Pineapple Daisies""},{""item_ingredients"":""Semisweet Chocolate Dipped Strawberries""},{""item_ingredients"":""Semisweet Chocolate Dipped Kiwi Slice""}]","$74.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8047_6193_Summer_Flowers_and_Chocolate_Covered_Fruit_20ct_May.webp","10ct with Tajín™","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/8047_6193_Summer_Flowers_and_Chocolate_Covered_Fruit_10ct_Tajin_May .webp"
"1749021711-175","https://www.ediblearrangements.com/new-for-the-season","Summer Dipped Fruit & Desserts Gift SetTwo Sizes Starting At$79.98","https://www.ediblearrangements.com/fruit-gifts/summer-dipped-fruit-desserts-gift-set-9681?ArrangementGroupID=667","Summer Dipped Fruit & Desserts Gift Set","Product Code: 9681","The recipie for the perfect summer day just dropped: Strawberry and cream topped cheesecake, dipped pineapple and kiwi, and our limited-time seasonal cookies. Get a taste of all of our exclusive summer flavors with this set.","[{""item_ingredients"":""Brownie""},{""item_ingredients"":""Semisweet Chocolate Dipped Kiwi Slice""},{""item_ingredients"":""Cheesecake - Half Fresh Strawberry - Whipped Topping""}]","$79.98","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9681_Summer_Dipped_Fruit_and_Dessert_Gift_Set_spring_US.webp","6ct Seasonal Cookie Box","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9681_Summer_Dipped_Fruit_and_Dessert_Gift_Set_spring_US.webp"
"1749021711-176","https://www.ediblearrangements.com/new-for-the-season","Summer Dipped Fruit & Desserts Gift SetTwo Sizes Starting At$79.98","https://www.ediblearrangements.com/fruit-gifts/summer-dipped-fruit-desserts-gift-set-9681?ArrangementGroupID=667","Summer Dipped Fruit & Desserts Gift Set","Product Code: 9681","The recipie for the perfect summer day just dropped: Strawberry and cream topped cheesecake, dipped pineapple and kiwi, and our limited-time seasonal cookies. Get a taste of all of our exclusive summer flavors with this set.","[{""item_ingredients"":""Brownie""},{""item_ingredients"":""Semisweet Chocolate Dipped Kiwi Slice""},{""item_ingredients"":""Cheesecake - Half Fresh Strawberry - Whipped Topping""}]","$79.98","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9681_Summer_Dipped_Fruit_and_Dessert_Gift_Set_spring_US.webp","6ct Signature Cookie Box","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9681_Summer_Dipped_Fruit_and_Dessert_Gift_Set_everyday_US.webp"
"1749021713-177","https://www.ediblearrangements.com/new-for-the-season","Ultimate Summer Fruit BoxOne Size$59.99","https://www.ediblearrangements.com/fruit-gifts/ultimate-summer-fruit-box-9731?ArrangementGroupID=667","Ultimate Summer Fruit Box","Product Code: 9731","Indulge in the vibrant flavors of summer with our handpicked, farm-fresh Ultimate Summer Fruit Box. This limited-time seasonal offer is a perfect treat for fruit lovers and a delightful addition to your summer gatherings. This fruit box includes a carefully curated selection of the juiciest and most flavorful fruits of the summer season including mangos, kiwis, pineapple, strawberries, bananas, and apples. 

The Ultimate Summer Fruit Box includes: 1 pineapple, 4 apples, 4 bananas, 1 container of strawberries, 4 kiwis and 2 mangos for a total of 24 servings of fruits.","[{""item_ingredients"":""Pineapple""},{""item_ingredients"":""Whole Fresh Apple""},{""item_ingredients"":""Banana""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""Kiwi""},{""item_ingredients"":""Mango""}]","$59.99","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9731_Ultimate_Summer_Fruit_Box_s.webp","One Size","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9731_Ultimate_Summer_Fruit_Box_s.webp"
"1749021716-178","https://www.ediblearrangements.com/new-for-the-season","Peace and Doves Arrangement & Truffles Gift SetThree Sizes Starting At$104.98","https://www.ediblearrangements.com/fruit-gifts/peace-and-doves-arrangement-truffles-gift-set-9700?ArrangementGroupID=667","Peace and Doves Arrangement & Truffles Gift Set","Product Code: 9700","Our doves send a special message of love to the ones who need it most. They're more than white chocolate dipped indulgences, they're something sweet to remember the good. And if they're not sweet enough, we've included a box of twelve luxe chocolate truffles. Send some love today!","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""White Chocolate Dipped Dove Shaped Pineapple""}]","$124.98","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9700_7365_Peace_and_Doves_Arrangement_and_Truffles_Gift_Set_lg.webp","Large","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9700_7365_Peace_and_Doves_Arrangement_and_Truffles_Gift_Set_lg.webp"
"1749021716-179","https://www.ediblearrangements.com/new-for-the-season","Peace and Doves Arrangement & Truffles Gift SetThree Sizes Starting At$104.98","https://www.ediblearrangements.com/fruit-gifts/peace-and-doves-arrangement-truffles-gift-set-9700?ArrangementGroupID=667","Peace and Doves Arrangement & Truffles Gift Set","Product Code: 9700","Our doves send a special message of love to the ones who need it most. They're more than white chocolate dipped indulgences, they're something sweet to remember the good. And if they're not sweet enough, we've included a box of twelve luxe chocolate truffles. Send some love today!","[{""item_ingredients"":""Honeydew Wedges""},{""item_ingredients"":""Cantaloupe Wedges""},{""item_ingredients"":""Strawberries""},{""item_ingredients"":""White Chocolate Dipped Dove Shaped Pineapple""}]","$114.98","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9700_7365_Peace_and_Doves_Arrangement_and_Truffles_Gift_Set_lg.webp","Regular","https://rescloud.ediblearrangements.com/image/private/t_EA_PDP/Creative-Marketing/Products/SKU/9700_7365_Peace_and_Doves_Arrangement_and_Truffles_Gift_Set_rg.webp"
